Prod. year,Cylinders,Airbags,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Drive wheels,Doors,Wheel,Color
2016,4.0,4,730,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,125774 km,Automatic,Front,04-May,Left wheel,White
2006,4.0,4,-,NISSAN,Tiida Latio,Sedan,Yes,Petrol,1.5,127000 km,Automatic,Front,04-May,Right-hand drive,Silver
2007,6.0,8,-,TOYOTA,RAV 4,Jeep,No,Petrol,3.5,260000 km,Automatic,4x4,04-May,Left wheel,Grey
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,1600 km,Automatic,Rear,04-May,Left wheel,Black
2013,4.0,4,640,KIA,Optima,Sedan,Yes,Petrol,2,53217 km,Automatic,Front,04-May,Left wheel,Silver
2015,4.0,4,765,SSANGYONG,REXTON,Jeep,Yes,Diesel,2,59077 km,Automatic,Front,04-May,Left wheel,Black
2016,4.0,4,87,HYUNDAI,Elantra,Sedan,Yes,LPG,0,65004 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,6,1267,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,18000 km,Automatic,Front,04-May,Right-hand drive,White
2005,4.0,6,1039,FIAT,Panda,Jeep,No,Petrol,1.2,28000 km,Manual,4x4,04-May,Left wheel,Sky blue
2016,4.0,12,891,HYUNDAI,Elantra,Sedan,No,Petrol,2,33000 km,Automatic,Front,04-May,Left wheel,Grey
2018,4.0,12,1327,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,43381 km,Tiptronic,Front,04-May,Left wheel,White
1995,4.0,2,-,OPEL,Astra,Goods wagon,No,Petrol,1.4,1111111 km,Manual,Front,04-May,Left wheel,Green
2006,6.0,8,-,JEEP,Grand Cherokee LAREDO,Jeep,Yes,CNG,3.7,157000 km,Tiptronic,4x4,>5,Left wheel,Silver
2003,4.0,8,-,BMW,320,Coupe,No,Petrol,2,170005 km,Tiptronic,Rear,02-Mar,Left wheel,Blue
2018,4.0,4,930,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,38945 km,Automatic,Front,04-May,Left wheel,Silver
2007,6.0,12,-,SUZUKI,Grand Vitara,Jeep,No,Petrol,2.7,83000 km,Automatic,Rear,04-May,Left wheel,Silver
2011,6.0,0,1018,BMW,X5,Jeep,Yes,Diesel,3,213195 km,Automatic,4x4,04-May,Left wheel,Brown
2013,6.0,12,917,PORSCHE,Cayenne,Jeep,Yes,Diesel,3,313330 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,4,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,94401 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,8,574,HONDA,Insight,Hatchback,No,Hybrid,1.3,108000 km,Tiptronic,Front,04-May,Left wheel,White
2016,4.0,4,1413,HYUNDAI,Genesis,Sedan,Yes,Petrol,3.3,33705 km,Automatic,Front,04-May,Left wheel,Grey
2015,4.0,4,833,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,95303 km,Automatic,Front,04-May,Left wheel,Brown
2008,4.0,2,-,HYUNDAI,Getz,Hatchback,No,Petrol,1.4,0 km,Manual,Front,04-May,Left wheel,Blue
2007,4.0,4,1282,KIA,Sportage,Jeep,Yes,Diesel,2,91232 km,Automatic,Front,04-May,Left wheel,White
2003,4.0,0,-,OPEL,Meriva,Hatchback,No,Diesel,1.7 Turbo,319000 km,Manual,Front,04-May,Left wheel,Black
2006,4.0,4,-,MITSUBISHI,Outlander,Jeep,No,CNG,2.4,110500 km,Automatic,4x4,04-May,Right-hand drive,Grey
2013,8.0,0,1360,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,202651 km,Automatic,4x4,04-May,Left wheel,Black
2002,8.0,4,-,TOYOTA,Land Cruiser,Jeep,Yes,Petrol,4.7,196000 km,Automatic,4x4,04-May,Left wheel,Grey
2016,4.0,10,650,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.4,45312 km,Tiptronic,Rear,04-May,Left wheel,Black
2001,4.0,4,-,VOLKSWAGEN,Golf,Sedan,Yes,Diesel,1.9 Turbo,200000 km,Manual,Front,04-May,Left wheel,Silver
2013,4.0,4,640,HYUNDAI,Genesis,Coupe,Yes,Petrol,2,53885 km,Automatic,Front,04-May,Left wheel,Black
2010,4.0,4,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,166320 km,Automatic,Front,04-May,Left wheel,Black
2018,8.0,12,2715,CHEVROLET,Silverado,Jeep,Yes,Petrol,5.3,28890 km,Automatic,Front,04-May,Left wheel,Red
2012,4.0,6,1268,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,161200 km,Automatic,Front,04-May,Right-hand drive,Silver
2012,4.0,6,1268,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,92000 km,Automatic,Front,04-May,Right-hand drive,Sky blue
2012,4.0,0,475,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,188419 km,Automatic,Front,04-May,Left wheel,Red
2013,4.0,2,696,MERCEDES-BENZ,Sprinter 316 CDI,Microbus,No,Diesel,2.2 Turbo,220000 km,Manual,Rear,04-May,Left wheel,White
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,564538 km,Automatic,Front,04-May,Left wheel,White
2008,4.0,2,-,MITSUBISHI,Colt,Hatchback,No,Petrol,1.3,64862 km,Automatic,Front,04-May,Right-hand drive,Blue
2002,4.0,2,-,NISSAN,Serena,Minivan,No,Petrol,2,175000 km,Variator,Front,04-May,Right-hand drive,Black
1999,4.0,6,-,MERCEDES-BENZ,200,Sedan,No,Diesel,2.0 Turbo,315000 km,Manual,Rear,04-May,Left wheel,Black
2017,4.0,6,-,TOYOTA,Fortuner,Jeep,Yes,Petrol,2.7,17000 km,Automatic,Rear,>5,Left wheel,Black
2016,6.0,12,690,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,59858 km,Automatic,Front,04-May,Left wheel,Silver
2009,4.0,4,789,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.6,75996 km,Automatic,Front,04-May,Left wheel,Black
1997,4.0,2,-,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,11111111 km,Manual,Rear,04-May,Left wheel,Silver
2016,6.0,12,1493,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,45000 km,Tiptronic,Rear,04-May,Left wheel,Grey
2013,6.0,12,-,LEXUS,GS 350,Sedan,Yes,Petrol,3.5,56000 km,Tiptronic,Rear,04-May,Left wheel,Black
2015,4.0,4,629,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,11261 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,12,934,MAZDA,1000,Sedan,Yes,Petrol,2.5,113102 km,Automatic,4x4,04-May,Left wheel,Red
2013,4.0,2,-,TOYOTA,Aqua,Sedan,No,Hybrid,1.5,140000 km,Automatic,Front,04-May,Right-hand drive,White
2014,4.0,4,363,CHEVROLET,Spark,Hatchback,Yes,Petrol,1,98861 km,Automatic,Front,04-May,Left wheel,Blue
2008,4.0,2,1195,FORD,Transit,Goods wagon,No,Diesel,2.2 Turbo,156000 km,Manual,Front,04-May,Left wheel,White
2013,4.0,0,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,145000 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,12,473,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4 Turbo,147718 km,Automatic,Front,04-May,Left wheel,White
2012,6.0,12,1086,DODGE,Avenger,Sedan,Yes,Petrol,3.6,667058 km,Automatic,Front,04-May,Left wheel,Blue
2012,4.0,4,642,CHEVROLET,Malibu,Sedan,Yes,Petrol,2,65006 km,Automatic,Front,04-May,Left wheel,Silver
2019,4.0,12,1325,MAZDA,CX-5,Jeep,Yes,Petrol,2.5,56590 km,Automatic,4x4,04-May,Left wheel,Grey
2012,6.0,12,919,BMW,X5,Jeep,Yes,Diesel,3,420794 km,Automatic,4x4,04-May,Left wheel,Black
2010,4.0,4,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,120000 km,Automatic,Front,04-May,Left wheel,Silver
2015,4.0,4,765,CHEVROLET,Malibu,Sedan,Yes,LPG,2,56128 km,Automatic,Front,04-May,Left wheel,White
2011,4.0,8,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,284800 km,Automatic,Front,04-May,Left wheel,Black
2009,4.0,4,961,CHEVROLET,Captiva,Jeep,Yes,Diesel,2,74594 km,Automatic,Front,04-May,Left wheel,Black
2005,6.0,4,-,MITSUBISHI,Delica,Minivan,No,Petrol,3,85000 km,Automatic,4x4,04-May,Right-hand drive,Silver
2011,4.0,12,645,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,182400 km,Automatic,Front,04-May,Left wheel,Red
2016,4.0,4,730,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,76553 km,Automatic,Front,04-May,Left wheel,White
2018,8.0,10,714,TOYOTA,Avalon,Sedan,Yes,Hybrid,3,80000 km,Variator,Front,04-May,Left wheel,Grey
2017,4.0,6,1017,MITSUBISHI,Outlander Sport,Jeep,No,Petrol,2,21000 km,Variator,4x4,04-May,Left wheel,Brown
2002,4.0,4,-,HONDA,Cr-v,Jeep,Yes,Petrol,2,200000 km,Automatic,4x4,04-May,Right-hand drive,Carnelian red
2008,6.0,12,-,BMW,528,Sedan,Yes,Petrol,3,280000 km,Tiptronic,4x4,04-May,Left wheel,White
1999,4.0,4,-,TOYOTA,4Runner,Jeep,No,Petrol,2.7,245000 km,Automatic,4x4,04-May,Right-hand drive,Silver
2014,4.0,12,749,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,127906 km,Automatic,Front,04-May,Left wheel,Blue
2006,4.0,4,-,NISSAN,Tiida,Hatchback,No,Petrol,1.5,0 km,Automatic,Front,04-May,Right-hand drive,Black
2012,4.0,0,781,FORD,Escape,Jeep,Yes,Hybrid,2.5,95349 km,Automatic,Front,04-May,Left wheel,Blue
2016,4.0,12,810,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8 Turbo,87000 km,Tiptronic,Front,04-May,Left wheel,White
2005,4.0,0,-,NISSAN,Tiida,Sedan,No,Petrol,1.5,1111 km,Automatic,Front,04-May,Right-hand drive,White
2004,5.0,8,-,BMW,525,Sedan,Yes,Diesel,2.5 Turbo,265000 km,Tiptronic,Rear,04-May,Left wheel,Black
2001,4.0,6,-,RENAULT,Megane 5,Sedan,No,Petrol,1.4,212000 km,Manual,Front,04-May,Left wheel,Silver
2006,4.0,2,-,HONDA,FIT,Hatchback,No,Petrol,1.3,200000 km,Variator,Front,04-May,Right-hand drive,Black
1998,4.0,4,-,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,140000 km,Automatic,Rear,04-May,Left wheel,Silver
2008,6.0,12,1598,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3,175614 km,Automatic,Rear,04-May,Left wheel,Black
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,35874 km,Automatic,4x4,04-May,Left wheel,Black
2013,4.0,0,779,SUBARU,Forester,Jeep,Yes,Petrol,2.5,74688 km,Automatic,4x4,04-May,Left wheel,Silver
1998,4.0,2,-,MITSUBISHI,Pajero IO,Jeep,No,Petrol,1.8,200000 km,Automatic,4x4,02-Mar,Left wheel,Silver
2013,4.0,8,779,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,176000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2016,4.0,0,891,HYUNDAI,Tucson,Sedan,Yes,Petrol,2,175912 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,0,333,FORD,Fusion,Sedan,Yes,Hybrid,2,186048 km,Automatic,Front,04-May,Left wheel,Black
2011,6.0,12,1172,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,101816 km,Automatic,4x4,04-May,Left wheel,Black
2012,1.0,12,975,AUDI,Q5,Jeep,Yes,Petrol,3.2,98000 km,Tiptronic,4x4,04-May,Left wheel,Black
2015,4.0,4,765,JEEP,Cherokee,Jeep,Yes,Diesel,2,135547 km,Automatic,Front,04-May,Left wheel,Grey
2016,4.0,4,1292,HYUNDAI,Grandeur,Sedan,Yes,LPG,3,31045 km,Automatic,Front,04-May,Left wheel,Black
2017,4.0,10,-,FORD,Fusion,Sedan,No,Hybrid,2,40000 km,Automatic,Front,04-May,Left wheel,Black
2010,4.0,4,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,118514 km,Automatic,Front,04-May,Left wheel,Grey
2013,4.0,10,502,TOYOTA,Prius C,Sedan,No,Petrol,1.5,65000 km,Variator,Front,04-May,Left wheel,Sky blue
2014,6.0,12,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,219030 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,4,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,52569 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,0,640,FORD,Fusion,Sedan,Yes,Hybrid,2,339920 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,4,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,50380 km,Automatic,Front,04-May,Left wheel,White
2011,6.0,0,-,CHEVROLET,Camaro,Sedan,Yes,Petrol,3.6,127000 km,Automatic,Rear,02-Mar,Left wheel,Red
2010,4.0,12,836,VOLKSWAGEN,Tiguan,Jeep,Yes,Petrol,2,185496 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,10,934,FORD,Fusion,Sedan,No,Petrol,2.5,96000 km,Tiptronic,Front,04-May,Left wheel,Silver
2016,6.0,0,1292,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3,62938 km,Automatic,4x4,04-May,Left wheel,Black
2007,4.0,8,-,TOYOTA,Prius,Sedan,No,Hybrid,1.5,336000 km,Automatic,Front,04-May,Left wheel,Black
2012,6.0,12,1058,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,245762 km,Automatic,4x4,04-May,Left wheel,Black
2009,4.0,12,878,HONDA,Civic,Sedan,Yes,Petrol,1.8,75000 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,432435 km,Automatic,Front,04-May,Left wheel,Silver
2013,6.0,6,-,HYUNDAI,Elantra,Sedan,Yes,LPG,1.8,208000 km,Tiptronic,Front,04-May,Left wheel,Golden
2015,4.0,12,-,TOYOTA,Prius C,Sedan,Yes,Petrol,1.5,47500 km,Automatic,Front,04-May,Left wheel,Black
2012,4.0,4,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2,132356 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,10,394,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,73602 km,Tiptronic,Front,04-May,Left wheel,Silver
2008,4.0,2,-,NISSAN,Navara,Pickup,No,Diesel,2.5 Turbo,166000 km,Manual,4x4,04-May,Left wheel,White
2009,6.0,10,-,BMW,528 3.0,Sedan,Yes,Petrol,3,170000 km,Tiptronic,Rear,04-May,Left wheel,Black
2006,8.0,8,-,MERCEDES-BENZ,CLS 55 AMG,Sedan,Yes,Petrol,5.5,180000 km,Tiptronic,Rear,04-May,Left wheel,Grey
2002,6.0,6,-,RENAULT,Laguna,Hatchback,Yes,Petrol,2.9,25000 km,Tiptronic,Front,04-May,Left wheel,Silver
2012,4.0,4,642,HYUNDAI,Sonata,Sedan,Yes,LPG,2,150000 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,12,900,KIA,Optima,Sedan,Yes,Petrol,2.4,170040 km,Automatic,Front,04-May,Left wheel,Silver
2003,6.0,10,-,MERCEDES-BENZ,E 320,Sedan,Yes,LPG,3.2,228000 km,Tiptronic,Rear,04-May,Left wheel,Black
2016,4.0,12,-,TOYOTA,Camry SE,Sedan,Yes,Petrol,2.5,15000 km,Tiptronic,Front,04-May,Left wheel,Silver
1996,8.0,8,-,MERCEDES-BENZ,G 55 AMG,Jeep,Yes,Petrol,5.5,180000 km,Automatic,4x4,02-Mar,Left wheel,Black
2016,4.0,4,971,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.2,100000 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,0,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,110958 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,12,934,MAZDA,1000,Sedan,Yes,Petrol,2.5,113102 km,Automatic,4x4,04-May,Left wheel,Red
2012,4.0,12,642,FORD,Focus,Hatchback,No,Petrol,2,2012 km,Tiptronic,Front,04-May,Left wheel,Black
2016,4.0,0,518,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,67429 km,Automatic,Front,04-May,Left wheel,Black
2015,6.0,9,697,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,10000 km,Tiptronic,Front,04-May,Left wheel,Black
2011,6.0,12,1172,MERCEDES-BENZ,E 350,Coupe,Yes,Diesel,3.5,170429 km,Automatic,Rear,02-Mar,Left wheel,Silver
2007,4.0,2,-,NISSAN,Serena,Minivan,No,Petrol,2,220000 km,Automatic,4x4,04-May,Left wheel,Black
2009,6.0,0,1405,BMW,X5,Jeep,Yes,Diesel,3,229854 km,Automatic,4x4,04-May,Left wheel,Green
2012,4.0,2,364,TOYOTA,Vitz,Hatchback,No,Petrol,1,135000 km,Variator,Front,04-May,Left wheel,White
2001,8.0,0,-,MERCEDES-BENZ,S 500,Sedan,Yes,Petrol,5,160000 km,Tiptronic,Rear,04-May,Left wheel,Black
2013,4.0,12,640,MITSUBISHI,Outlander,Jeep,Yes,Petrol,2,191267 km,Automatic,4x4,04-May,Left wheel,White
2014,4.0,10,308,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,87000 km,Automatic,Front,04-May,Left wheel,White
2003,6.0,6,-,NISSAN,Teana,Sedan,No,Petrol,2.3,95000 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,8,1032,NISSAN,Note,Hatchback,Yes,Petrol,1.2,144000 km,Automatic,Front,04-May,Right-hand drive,Black
1998,4.0,4,-,MERCEDES-BENZ,C 180 2.0,Sedan,No,CNG,2,0 km,Manual,Rear,04-May,Left wheel,Silver
2012,6.0,10,-,BMW,X6 40D,Jeep,Yes,Diesel,4,202000 km,Tiptronic,4x4,04-May,Left wheel,Black
2013,4.0,8,-,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,120000 km,Automatic,Front,04-May,Left wheel,Carnelian red
2018,4.0,12,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,35058 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,12,649,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,137000 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,4,761,FORD,Transit Connect,Goods wagon,Yes,Diesel,1.8 Turbo,85000 km,Manual,Front,04-May,Left wheel,Red
2012,4.0,2,1268,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,145000 km,Automatic,Front,04-May,Right-hand drive,Grey
2002,4.0,10,1360,OPEL,Zafira,Universal,No,Petrol,1.6,216000 km,Manual,Front,04-May,Left wheel,Grey
2012,4.0,4,531,HYUNDAI,I30,Hatchback,Yes,Diesel,1.6,151136 km,Automatic,Front,04-May,Left wheel,White
2008,6.0,10,-,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3,110000 km,Automatic,Rear,04-May,Left wheel,Black
2009,4.0,8,-,BMW,X1,Hatchback,No,Diesel,2.0 Turbo,215000 km,Manual,Rear,04-May,Left wheel,Black
2012,4.0,12,642,KIA,Avella,Sedan,Yes,Petrol,2,225307 km,Automatic,Front,04-May,Left wheel,Grey
2011,4.0,8,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,100000 km,Variator,Front,04-May,Left wheel,White
2012,4.0,2,-,HONDA,FIT,Hatchback,Yes,Hybrid,1.3,13000 km,Automatic,Front,04-May,Right-hand drive,Brown
2012,4.0,12,642,KIA,Optima,Sedan,Yes,Petrol,2,67000 km,Tiptronic,Front,04-May,Left wheel,Blue
2016,4.0,12,810,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,89525 km,Automatic,Front,04-May,Left wheel,White
2012,8.0,0,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,255406 km,Automatic,4x4,04-May,Left wheel,Black
2013,4.0,4,1267,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,129000 km,Variator,Front,04-May,Right-hand drive,White
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,592541 km,Automatic,Front,04-May,Left wheel,Orange
2014,4.0,10,584,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8 Turbo,197600 km,Tiptronic,Front,04-May,Left wheel,Grey
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,402881 km,Automatic,Front,04-May,Left wheel,Silver
2017,4.0,8,924,HONDA,Hr-v EX,Jeep,No,Petrol,1.8,19211 km,Automatic,4x4,04-May,Left wheel,Black
2012,4.0,6,586,TOYOTA,Prius,Hatchback,No,Petrol,1.8,158302 km,Automatic,Front,04-May,Left wheel,Blue
2009,4.0,4,966,DAEWOO,Lacetti,Sedan,Yes,Petrol,2,74429 km,Automatic,Front,04-May,Left wheel,White
2014,6.0,12,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,149486 km,Automatic,4x4,04-May,Left wheel,Silver
2012,4.0,12,781,TOYOTA,Camry,Sedan,No,Hybrid,2.5,125678 km,Tiptronic,Front,04-May,Left wheel,White
2011,6.0,12,1234,MAZDA,CX-9,Sedan,Yes,Petrol,3.7,134157 km,Automatic,4x4,04-May,Left wheel,Black
2012,4.0,10,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,99000 km,Tiptronic,Front,04-May,Left wheel,Black
2014,4.0,0,333,SUBARU,XV,Jeep,Yes,Hybrid,2,0 km,Automatic,4x4,04-May,Left wheel,Silver
2011,4.0,4,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,124444 km,Automatic,Front,04-May,Left wheel,Yellow
2014,4.0,8,394,TOYOTA,Camry,Sedan,No,Hybrid,2.5,52800 km,Automatic,Front,04-May,Left wheel,Golden
2006,4.0,0,-,SUBARU,Impreza,Sedan,No,Petrol,1.5,190000 km,Automatic,Front,04-May,Right-hand drive,White
2012,6.0,12,1058,MERCEDES-BENZ,C 350,Coupe,Yes,Petrol,3.5,256958 km,Automatic,Rear,02-Mar,Left wheel,White
2012,4.0,0,-,TOYOTA,Camry,Sedan,No,Petrol,2.5,102000 km,Tiptronic,Front,04-May,Left wheel,White
2014,4.0,4,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,117436 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,10,891,KIA,Sorento SX,Jeep,Yes,Petrol,2.0 Turbo,33371 km,Automatic,Front,04-May,Left wheel,Grey
2013,4.0,0,640,FORD,Fusion,Sedan,Yes,Hybrid,2,174619 km,Automatic,Front,04-May,Left wheel,Grey
2008,4.0,6,893,MAZDA,Mazda 3,Hatchback,No,Diesel,1.6 Turbo,185000 km,Manual,Front,04-May,Left wheel,Blue
2015,4.0,4,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,85139 km,Automatic,Front,04-May,Left wheel,Blue
2018,4.0,4,831,HONDA,FIT,Hatchback,Yes,Petrol,1.5,29939 km,Automatic,Front,04-May,Left wheel,Silver
2001,6.0,4,-,MITSUBISHI,Delica,Minivan,No,Petrol,3,158000 km,Automatic,4x4,04-May,Right-hand drive,White
2005,4.0,4,-,SUBARU,Legacy,Sedan,No,Petrol,2,208000 km,Tiptronic,4x4,04-May,Right-hand drive,Black
2015,4.0,4,629,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,215000 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,4,833,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,60000 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,4,642,SSANGYONG,REXTON,Jeep,Yes,Diesel,2,144464 km,Automatic,Front,04-May,Left wheel,Silver
2010,4.0,4,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,142264 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,336971 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,12,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379 km,Automatic,Front,04-May,Left wheel,White
2012,5.0,6,781,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,75000 km,Tiptronic,Front,04-May,Left wheel,Black
2013,6.0,12,779,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,106293 km,Tiptronic,Front,04-May,Left wheel,Beige
2015,4.0,0,629,NISSAN,Juke,Jeep,No,Petrol,1.6 Turbo,91000 km,Tiptronic,Front,04-May,Left wheel,Red
2012,4.0,10,475,CHEVROLET,Cruze,Sedan,No,Petrol,1.4 Turbo,165000 km,Tiptronic,Front,04-May,Left wheel,Silver
2011,4.0,12,645,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,28000 km,Manual,Front,04-May,Left wheel,Silver
2010,4.0,8,761,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,166000 km,Automatic,Front,04-May,Left wheel,Black
1994,4.0,2,-,OPEL,Astra,Sedan,No,CNG,1.6,0 km,Manual,Front,04-May,Left wheel,Green
2009,4.0,2,1185,VOLKSWAGEN,"Crafter 2,5TDI",Microbus,No,Diesel,2.5,240000 km,Manual,Rear,04-May,Left wheel,White
2016,4.0,8,-,FORD,Focus,Sedan,No,Petrol,2,32960 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,0,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,208627 km,Automatic,Front,04-May,Left wheel,Black
2016,4.0,4,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,97640 km,Automatic,Front,04-May,Left wheel,Silver
2013,5.0,12,779,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,2.5,138355 km,Automatic,Front,04-May,Left wheel,Grey
2014,4.0,2,-,SUBARU,XV,Jeep,No,Petrol,2,151000 km,Variator,4x4,04-May,Left wheel,Black
2012,4.0,4,475,HYUNDAI,Accent,Sedan,Yes,Petrol,1.4,141000 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,4,1099,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,225450 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,7,777,SUBARU,Forester,Jeep,No,Petrol,2.5,145000 km,Variator,4x4,04-May,Left wheel,White
2012,4.0,4,642,HYUNDAI,Sonata,Sedan,Yes,LPG,2,36545 km,Automatic,Front,04-May,Left wheel,White
2011,6.0,2,-,JEEP,Wrangler,Jeep,No,Petrol,3.8,120000 km,Manual,4x4,02-Mar,Left wheel,White
2012,4.0,4,781,HYUNDAI,H1,Universal,Yes,Diesel,2.5,230000 km,Automatic,Front,04-May,Left wheel,Yellow
2009,8.0,12,-,BMW,X6,Jeep,Yes,Petrol,4.4 Turbo,158000 km,Tiptronic,4x4,04-May,Left wheel,Beige
2003,4.0,0,-,HONDA,FIT,Hatchback,No,Petrol,1.5,240000 km,Tiptronic,Front,04-May,Right-hand drive,Blue
2012,4.0,0,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,202864 km,Automatic,Front,04-May,Left wheel,Blue
2007,4.0,6,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.5,77777 km,Automatic,Front,04-May,Left wheel,Red
